ID;ACCESSION;DEFINITION;VERSION;REFERENCE;ORGANISM;AUTHORS;TITLE;Assembly Method;Sequencing Technology;Location/Qualifiers;mol_type;strain;host;geo_loc_name;collection_date;Date_Soumission
KF129006.1;"KF129006
";"Coxsackievirus A24 isolate FIN07-EV07-25A-37012 VP1 gene, partial
";"KF129006.1
";"1  (bases 1 to 334)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..334
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""22-Aug-2007""";"12-APR-2014
"
KF129005.1;"KF129005
";"Coxsackievirus A24 isolate FIN07-EV07-13A-33425 VP1 gene, partial
";"KF129005.1
";"1  (bases 1 to 340)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..340
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""28-May-2007""";"12-APR-2014
"
KF129004.1;"KF129004
";"Coxsackievirus A24 isolate FIN07-EV07-12A-33320 VP1 gene, partial
";"KF129004.1
";"1  (bases 1 to 334)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..334
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""15-May-2007""";"12-APR-2014
"
KF129003.1;"KF129003
";"Coxsackievirus A24 isolate FIN06-EV07-2A-29392 VP1 gene, partial
";"KF129003.1
";"1  (bases 1 to 340)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..340
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""18-Dec-2006""";"12-APR-2014
"
KF129002.1;"KF129002
";"Coxsackievirus A24 isolate FIN06-EV06-32A-30807 VP1 gene, partial
";"KF129002.1
";"1  (bases 1 to 340)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..340
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""24-Oct-2006""";"12-APR-2014
"
KF129001.1;"KF129001
";"Coxsackievirus A24 isolate FIN06-1869-25202 VP1 gene, partial cds.
";"KF129001.1
";"1  (bases 1 to 355)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..355
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""06-Sep-2006""";"12-APR-2014
"
KF129000.1;"KF129000
";"Coxsackievirus A24 isolate FIN05-EV05-17A VP1 gene, partial cds.
";"KF129000.1
";"1  (bases 1 to 342)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..342
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""31-Oct-2005""";"12-APR-2014
"
KF128999.1;"KF128999
";"Coxsackievirus A24 isolate FIN05-1663-13794 VP1 gene, partial cds.
";"KF128999.1
";"1  (bases 1 to 354)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..354
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""18-Oct-2005""";"12-APR-2014
"
KF128998.1;"KF128998
";"Coxsackievirus A24 isolate CVA-24-FIN05-1-7920 polyprotein gene,
";"KF128998.1
";"1  (bases 1 to 7215)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..7215
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""04-Jan-2005""";"12-APR-2014
"
KF128997.1;"KF128997
";"Coxsackievirus A24 isolate FIN04-EV04-34A-3787 VP1 gene, partial
";"KF128997.1
";"1  (bases 1 to 355)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..355
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""2004""";"12-APR-2014
"
KF128996.1;"KF128996
";"Coxsackievirus A24 isolate FIN04-EV04-27A-2124 VP1 gene, partial
";"KF128996.1
";"1  (bases 1 to 355)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..355
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""2004""";"12-APR-2014
"
KF128995.1;"KF128995
";"Coxsackievirus A24 isolate FIN02-671 VP1 gene, partial cds.
";"KF128995.1
";"1  (bases 1 to 344)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..344
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""2002""";"12-APR-2014
"
KF128994.1;"KF128994
";"Coxsackievirus A24 isolate AUT05-1600 VP1 gene, partial cds.
";"KF128994.1
";"1  (bases 1 to 355)
";"Coxsackievirus A24
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..355
";"""genomic RNA""";NA;"""Homo sapiens""";"""Austria""";"""12-Apr-2005""";"12-APR-2014
"
KF128993.1;"KF128993
";"Coxsackievirus A21 isolate SVK07-E2058 VP1 gene, partial cds.
";"KF128993.1
";"1  (bases 1 to 301)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..301
";"""genomic RNA""";NA;"""Homo sapiens""";"""Slovakia""";"""17-Feb-2005""";"12-APR-2014
"
KF128992.1;"KF128992
";"Coxsackievirus A21 isolate SVK05-E1571 VP1 gene, partial cds.
";"KF128992.1
";"1  (bases 1 to 350)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..350
";"""genomic RNA""";NA;"""Homo sapiens""";"""Slovakia""";"""17-Feb-2005""";"12-APR-2014
"
KF128991.1;"KF128991
";"Coxsackievirus A21 isolate RUS01-15341 VP1 gene, partial cds.
";"KF128991.1
";"1  (bases 1 to 328)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..328
";"""genomic RNA""";NA;"""Homo sapiens""";"""Russia""";"""04-Jul-2001""";"12-APR-2014
"
KF128990.1;"KF128990
";"Coxsackievirus A21 isolate LVA03-756 VP1 gene, partial cds.
";"KF128990.1
";"1  (bases 1 to 350)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..350
";"""genomic RNA""";NA;"""Homo sapiens""";"""Latvia""";"""05-Mar-2003""";"12-APR-2014
"
KF128989.1;"KF128989
";"Coxsackievirus A21 isolate FIN06-EV06-34A-30796 VP1 gene, partial
";"KF128989.1
";"1  (bases 1 to 346)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..346
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""14-Nov-2006""";"12-APR-2014
"
KF128988.1;"KF128988
";"Coxsackievirus A21 isolate FIN06-E2006-32088 VP1 gene, partial cds.
";"KF128988.1
";"1  (bases 1 to 283)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..283
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""19-Dec-2006""";"12-APR-2014
"
KF128987.1;"KF128987
";"Coxsackievirus A21 isolate FIN06-E1906-28163 VP1 gene, partial cds.
";"KF128987.1
";"1  (bases 1 to 349)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..349
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""27-Sep-2006""";"12-APR-2014
"
KF128986.1;"KF128986
";"Coxsackievirus A21 isolate FIN03-862-36252 VP1 gene, partial cds.
";"KF128986.1
";"1  (bases 1 to 349)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..349
";"""genomic RNA""";NA;"""Homo sapiens""";"""Finland""";"""2003""";"12-APR-2014
"
KF128985.1;"KF128985
";"Coxsackievirus A21 isolate CVA-21-EST06-E1783-20171 VP1 gene,
";"KF128985.1
";"1  (bases 1 to 349)
";"Coxsackievirus A21
";"Smura,T., Blomqvist,S., Vuorinen,T., Ivanova,O., Samoilovich,E.,
";"The Evolution of Vp1 Gene in Enterovirus C Species Sub-Group That
";"Geneious v. 6.0
";"Sanger dideoxy sequencing
";"         1..349
";"""genomic RNA""";NA;"""Homo sapiens""";"""Estonia""";"""28-Feb-2006""";"12-APR-2014
"
KF303100.1;"KF303100
";"Coxsackievirus A13 strain NIG_2012_079_CVA13_SOK_AUG_2012_027
";"KF303100.1
";"1  (bases 1 to 682)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..682
";"""genomic RNA""";"""NIG_2012_079_CVA13_SOK_AUG_2012_027""";"""MCF 7""";"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303099.1;"KF303099
";"Coxsackievirus A13 strain NIG_2012_078_CVA13_SOK_AUG_2012_027
";"KF303099.1
";"1  (bases 1 to 680)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..680
";"""genomic RNA""";"""NIG_2012_078_CVA13_SOK_AUG_2012_027""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303098.1;"KF303098
";"Coxsackievirus A13 strain NIG_2012_070_CVA13_SOK_JUL_2012_012
";"KF303098.1
";"1  (bases 1 to 630)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..630
";"""genomic RNA""";"""NIG_2012_070_CVA13_SOK_JUL_2012_012""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303097.1;"KF303097
";"Coxsackievirus A13 strain NIG_2012_068_CVA13_SOK_JUN_2012_05
";"KF303097.1
";"1  (bases 1 to 660)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..660
";"""genomic RNA""";"""NIG_2012_068_CVA13_SOK_JUN_2012_05""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303096.1;"KF303096
";"Coxsackievirus A13 strain NIG_2012_017_CVA13_KAN_JUL_2012_09
";"KF303096.1
";"1  (bases 1 to 540)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..540
";"""genomic RNA""";"""NIG_2012_017_CVA13_KAN_JUL_2012_09""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303095.1;"KF303095
";"Coxsackievirus A13 strain NIG_2012_016_CVA13_KAN_JUL_2012_09
";"KF303095.1
";"1  (bases 1 to 530)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..530
";"""genomic RNA""";"""NIG_2012_016_CVA13_KAN_JUL_2012_09""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303094.1;"KF303094
";"Coxsackievirus A13 strain NIG_2012_014_CVA13_SOK_JUL_2012_08
";"KF303094.1
";"1  (bases 1 to 720)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..720
";"""genomic RNA""";"""NIG_2012_014_CVA13_SOK_JUL_2012_08""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303093.1;"KF303093
";"Coxsackievirus A13 strain NIG_2012_013_CVA13_SOK_JUL_2012_08
";"KF303093.1
";"1  (bases 1 to 710)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..710
";"""genomic RNA""";"""NIG_2012_013_CVA13_SOK_JUL_2012_08""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303092.1;"KF303092
";"Coxsackievirus A13 strain NIG_2012_012_CVA13_SOK_JUL_2012_08
";"KF303092.1
";"1  (bases 1 to 720)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..720
";"""genomic RNA""";"""NIG_2012_012_CVA13_SOK_JUL_2012_08""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303091.1;"KF303091
";"Coxsackievirus A20 strain NIG_2012_069_CVA20_SOK_JUL_2012_012
";"KF303091.1
";"1  (bases 1 to 660)
";"Coxsackievirus A20
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..660
";"""genomic RNA""";"""NIG_2012_069_CVA20_SOK_JUL_2012_012""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KF303090.1;"KF303090
";"Coxsackievirus A13 strain NIG_2012_011_CVA13_SOK_JUL_2012_08
";"KF303090.1
";"1  (bases 1 to 730)
";"Coxsackievirus A13
";"Adeniji,J.A. and Faleye,T.O.C.
";"Isolation of hitherto unidentified nonpolio enterovirus species c
";NA;NA;"         1..730
";"""genomic RNA""";"""NIG_2012_011_CVA13_SOK_JUL_2012_08""";NA;"""Nigeria""";"""2012""";"05-OCT-2013
"
KC785532.1;"KC785532
";"Coxsackievirus A19 strain BBD66 polyprotein gene, complete cds.
";"KC785532.1
";"1  (bases 1 to 7364)
";"Coxsackievirus A19
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7364
";"""genomic RNA""";"""BBD66""";"""Homo sapiens""";"""Bangladesh""";"""Oct-2006""";"07-JUN-2013
"
KC785531.1;"KC785531
";"Coxsackievirus A19 strain BBD26 polyprotein gene, complete cds.
";"KC785531.1
";"1  (bases 1 to 7285)
";"Coxsackievirus A19
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7285
";"""genomic RNA""";"""BBD26""";"""Homo sapiens""";"""Bangladesh""";"""Mar-2009""";"07-JUN-2013
"
KC785530.1;"KC785530
";"Human coxsackievirus A22 strain BBD58 polyprotein gene, partial
";"KC785530.1
";"1  (bases 1 to 7265)
";"Coxsackievirus A22
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7265
";"""genomic RNA""";"""BBD58""";"""Homo sapiens""";"""Bangladesh""";"""Jun-2009""";"07-JUN-2013
"
KC785529.1;"KC785529
";"Coxsackievirus A1 strain BBD34 polyprotein gene, partial cds.
";"KC785529.1
";"1  (bases 1 to 7258)
";"Coxsackievirus A1
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7258
";"""genomic RNA""";"""BBD34""";"""Homo sapiens""";"""Bangladesh""";"""Apr-2009""";"07-JUN-2013
"
KC785528.1;"KC785528
";"Human coxsackievirus A22 strain BBD01 polyprotein gene, partial
";"KC785528.1
";"1  (bases 1 to 7284)
";"Coxsackievirus A22
";"Tokarz,R., Haq,S., Sameroff,S., Howie,S.R. and Lipkin,W.I.
";"Genomic analysis of coxsackieviruses A1, A19, A22, enteroviruses
";"MEGA v. 5
";"Sanger dideoxy sequencing
";"         1..7284
";"""genomic RNA""";"""BBD01""";"""Homo sapiens""";"""Bangladesh""";"""Jan-2009""";"07-JUN-2013
"
JX476148.1;"JX476148
";"Coxsackievirus A24 isolate NIV1034661LV463 polyprotein gene,
";"JX476148.1
";"1  (bases 1 to 598)
";"Coxsackievirus A24
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..598
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2010""";"10-MAY-2013
"
JX476147.1;"JX476147
";"Coxsackievirus A24 isolate NIV1036731LV476 polyprotein gene,
";"JX476147.1
";"1  (bases 1 to 658)
";"Coxsackievirus A24
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..658
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2010""";"10-MAY-2013
"
JX476146.1;"JX476146
";"Coxsackievirus A24 isolate NIV1044161LV530 polyprotein gene,
";"JX476146.1
";"1  (bases 1 to 551)
";"Coxsackievirus A24
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..551
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2010""";"10-MAY-2013
"
JX476145.1;"JX476145
";"Human coxsackievirus A20 isolate NIV106842LV269 polyprotein gene,
";"JX476145.1
";"1  (bases 1 to 320)
";"Coxsackievirus A20
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..320
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2010""";"24-APR-2013
"
JX476142.1;"JX476142
";"Human coxsackievirus A11 isolate NIV1018791LV346 polyprotein gene,
";"JX476142.1
";"1  (bases 1 to 627)
";"Coxsackievirus A11
";"Laxmivandana,R., Yergolkar,P., Gopalkrishna,V. and Chitambar,S.D.
";"Characterization of the non-polio enterovirus infections associated
";NA;NA;"         1..627
";"""genomic RNA""";NA;"""Homo sapiens""";"""India""";"""2010""";"24-APR-2013
"
JX569080.1;"JX569080
";"Human coxsackievirus A21 strain SHAPHC2623T/SH/CHN/10 VP1 gene,
";"JX569080.1
";"1  (bases 1 to 321)
";"Coxsackievirus A21
";"Guan,W., He,J., Song,Z., Zhang,X., Liu,Y. and Hu,Y.
";"Human enterovirus and Acute Respiratory Tract Infection in
";"Vector NTI v. Suite 8
";"Sanger dideoxy sequencing
";"         1..321
";"""genomic RNA""";"""SHAPHC2623T/SH/CHN/10""";"""Homo sapiens""";"""China""";"""Jul-2010""";"20-NOV-2012
"
JX569079.1;"JX569079
";"Human coxsackievirus A21 strain SHAPHC2417T/SH/CHN/10 VP1 gene,
";"JX569079.1
";"1  (bases 1 to 328)
";"Coxsackievirus A21
";"Guan,W., He,J., Song,Z., Zhang,X., Liu,Y. and Hu,Y.
";"Human enterovirus and Acute Respiratory Tract Infection in
";"Vector NTI v. Suite 8
";"Sanger dideoxy sequencing
";"         1..328
";"""genomic RNA""";"""SHAPHC2417T/SH/CHN/10""";"""Homo sapiens""";"""China""";"""Apr-2010""";"20-NOV-2012
"
JN169068.1;"JN169068
";"Human coxsackievirus A21 isolate PUMCH3900Nov06 VP1 gene, partial
";"JN169068.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2006""";"19-MAY-2012
"
JN169067.1;"JN169067
";"Human coxsackievirus A21 isolate PUMCH7848Dec08 VP1 gene, partial
";"JN169067.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2008""";"19-MAY-2012
"
JN169066.1;"JN169066
";"Human coxsackievirus A21 isolate PUMCH7738Nov08 VP1 gene, partial
";"JN169066.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2008""";"19-MAY-2012
"
JN169065.1;"JN169065
";"Human coxsackievirus A21 isolate PUMCH7709Nov08 VP1 gene, partial
";"JN169065.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2008""";"19-MAY-2012
"
JN169064.1;"JN169064
";"Human coxsackievirus A21 isolate PUMCH7705Nov08 VP1 gene, partial
";"JN169064.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2008""";"19-MAY-2012
"
JN169063.1;"JN169063
";"Human coxsackievirus A21 isolate PUMCH7687Nov08 VP1 gene, partial
";"JN169063.1
";"1  (bases 1 to 324)
";"Coxsackievirus A21
";"Xiang,Z., Gonzalez,R., Wang,Z., Ren,L., Xiao,Y., Li,J., Li,Y.,
";"Coxsackievirus a21, enterovirus 68, and acute respiratory tract
";NA;NA;"         1..324
";"""genomic RNA""";NA;"""Homo sapiens""";"""China""";"""2008""";"19-MAY-2012
"
